time,gFx,gFy,gFz,TgF
11.058135464,-0.0322,0.0347,0.9990,1.000
11.058458277,-0.0303,0.0372,0.9985,1.000
11.061985621,-0.0308,0.0357,0.9961,0.997
11.066570829,-0.0317,0.0333,0.9980,0.999
11.067099579,-0.0308,0.0352,0.9980,0.999
11.071209944,-0.0327,0.0357,0.9951,0.996
11.072388798,-0.0361,0.0328,0.9951,0.996
11.0779026,-0.0322,0.0328,0.9985,1.000
11.079259944,-0.0337,0.0347,0.9961,0.997
11.082850829,-0.0371,0.0323,0.9975,0.999
11.083341975,-0.0347,0.0382,0.9936,0.995
11.084039839,-0.0342,0.0357,0.9990,1.000
11.086068329,-0.0352,0.0362,0.9985,1.000
11.091154892,-0.0322,0.0342,0.9975,0.999
11.09202786,-0.0356,0.0347,0.9951,0.996
11.096000985,-0.0352,0.0328,0.9956,0.997
11.096924214,-0.0317,0.0298,0.9931,0.994
11.105781662,-0.0342,0.0342,0.9941,0.995
11.106801246,-0.0342,0.0338,0.9946,0.996
11.10730911,-0.0317,0.0294,0.9961,0.997
11.10875885,-0.0308,0.0294,0.9966,0.997
11.109072496,-0.0352,0.0318,0.9951,0.996
11.12507161,-0.0347,0.0284,0.9961,0.997
11.125649631,-0.0356,0.0298,0.9956,0.997
11.125872704,-0.0347,0.0323,0.9975,0.999
11.126087391,-0.0317,0.0303,1.0014,1.002
11.126265308,-0.0327,0.0308,0.9971,0.998
11.126409527,-0.0317,0.0338,1.0005,1.002
11.126585829,-0.0352,0.0308,0.9995,1.001
11.132015204,-0.0313,0.0333,0.9995,1.001
11.132550464,-0.0308,0.0333,0.9966,0.998
11.135977496,-0.0313,0.0318,1.0024,1.003
11.136727964,-0.0352,0.0342,0.9975,0.999
11.142785621,-0.0288,0.0318,1.0019,1.003
11.143247079,-0.0342,0.0342,1.0010,1.002
11.149051662,-0.0347,0.0347,1.0039,1.005
11.149890569,-0.0303,0.0362,1.0005,1.002
11.150206246,-0.0332,0.0342,1.0039,1.005
11.151756037,-0.0342,0.0367,1.0054,1.007
11.156522756,-0.0361,0.0347,1.0039,1.005
11.157321662,-0.0298,0.0377,0.9975,0.999
11.160930933,-0.0366,0.0367,1.0034,1.005
11.161755412,-0.0327,0.0347,1.0039,1.005
11.162087027,-0.0352,0.0391,1.0063,1.008
11.167099423,-0.0337,0.0352,1.0063,1.008
11.171337183,-0.0337,0.0352,1.0029,1.004
11.172431298,-0.0317,0.0377,1.0073,1.009
11.178380464,-0.0303,0.0367,1.0063,1.007
11.179987027,-0.0342,0.0372,1.0083,1.010
11.1829126,-0.0332,0.0386,1.0039,1.005
11.184033121,-0.0313,0.0328,1.0054,1.006
11.184635256,-0.0313,0.0318,1.0068,1.008
11.191238902,-0.0337,0.0318,1.0019,1.003
11.191993954,-0.0327,0.0333,1.0034,1.004
11.192227079,-0.0308,0.0303,1.0039,1.005
11.19670786,-0.0322,0.0289,1.0014,1.002
11.197354735,-0.0352,0.0289,1.0019,1.003
11.202659266,-0.0308,0.0279,1.0044,1.005
11.204326923,-0.0347,0.0279,1.0000,1.001
11.20686911,-0.0342,0.0269,1.0014,1.002
11.207868173,-0.0342,0.0274,0.9975,0.999
11.217595204,-0.0356,0.0255,0.9941,0.995
11.218042756,-0.0327,0.0255,0.9946,0.995
11.218201194,-0.0396,0.0279,0.9971,0.998
11.218352079,-0.0371,0.0269,0.9961,0.997
11.221907131,-0.0332,0.0255,0.9927,0.994
11.222257183,-0.0376,0.0230,0.9966,0.998
11.227916246,-0.0366,0.0220,0.9941,0.995
11.228363069,-0.0376,0.0255,0.9941,0.995
11.231190933,-0.0400,0.0211,0.9966,0.998
11.231442339,-0.0337,0.0225,0.9946,0.995
11.236877756,-0.0356,0.0259,0.9941,0.995
11.237339579,-0.0376,0.0245,0.9985,1.000
11.242748641,-0.0317,0.0269,0.9971,0.998
11.243004527,-0.0352,0.0274,1.0005,1.001
11.247500881,-0.0356,0.0328,1.0019,1.003
11.248472756,-0.0342,0.0289,1.0039,1.005
11.252911506,-0.0347,0.0347,0.9995,1.001
11.253706766,-0.0322,0.0367,1.0049,1.006
11.2540351,-0.0366,0.0396,1.0058,1.007
11.256558016,-0.0317,0.0382,1.0078,1.009
11.262435829,-0.0332,0.0396,1.0068,1.008
11.263307287,-0.0298,0.0396,1.0102,1.011
11.266670204,-0.0288,0.0386,1.0083,1.009
11.267084631,-0.0293,0.0391,1.0068,1.008
11.272334423,-0.0293,0.0416,1.0068,1.008
11.273104266,-0.0332,0.0391,1.0097,1.011
11.27689786,-0.0264,0.0416,1.0122,1.013
11.277599162,-0.0308,0.0411,1.0112,1.013
11.282505933,-0.0303,0.0430,1.0088,1.010
11.283434839,-0.0303,0.0406,1.0107,1.012
11.284625256,-0.0273,0.0430,1.0083,1.010
11.290742444,-0.0308,0.0406,1.0058,1.007
11.292388069,-0.0293,0.0430,1.0068,1.008
11.292942756,-0.0308,0.0406,1.0088,1.010
11.296941714,-0.0303,0.0411,1.0088,1.010
11.297617548,-0.0288,0.0401,1.0058,1.007
11.301854579,-0.0283,0.0416,1.0000,1.001
11.302917912,-0.0273,0.0455,1.0024,1.004
11.307275829,-0.0313,0.0406,1.0005,1.002
11.308161714,-0.0322,0.0386,0.9990,1.000
11.308567339,-0.0317,0.0401,0.9931,0.994
11.320588069,-0.0298,0.0382,0.9956,0.997
11.322396402,-0.0313,0.0372,0.9966,0.998
11.323431558,-0.0342,0.0357,0.9927,0.994
11.324617756,-0.0361,0.0338,0.9887,0.990
11.325300048,-0.0371,0.0333,0.9883,0.990
11.329920048,-0.0356,0.0342,0.9897,0.991
11.331033694,-0.0376,0.0333,0.9887,0.990
11.332639475,-0.0371,0.0308,0.9927,0.994
11.332873537,-0.0361,0.0323,0.9897,0.991
11.337563954,-0.0356,0.0298,0.9878,0.989
11.338022391,-0.0371,0.0313,0.9868,0.988
11.338169475,-0.0381,0.0259,0.9922,0.993
11.341973277,-0.0352,0.0259,0.9902,0.991
11.346839839,-0.0337,0.0235,0.9897,0.991
11.347216871,-0.0332,0.0259,0.9902,0.991
11.352140256,-0.0298,0.0235,0.9951,0.996
11.352537339,-0.0322,0.0206,0.9975,0.998
11.35769286,-0.0327,0.0211,0.9946,0.995
11.357980881,-0.0322,0.0211,0.9985,0.999
11.361874631,-0.0322,0.0240,0.9980,0.999
11.362340048,-0.0322,0.0225,0.9985,0.999
11.362482183,-0.0317,0.0215,0.9995,1.000
11.367716141,-0.0337,0.0191,1.0000,1.001
11.373588798,-0.0332,0.0220,1.0010,1.002
11.37435161,-0.0308,0.0245,1.0049,1.006
11.377457912,-0.0356,0.0220,1.0068,1.008
11.378173954,-0.0361,0.0225,1.0058,1.007
11.383553433,-0.0366,0.0235,1.0024,1.003
11.384195985,-0.0361,0.0230,1.0063,1.007
11.387383902,-0.0352,0.0220,1.0044,1.005
11.388411298,-0.0332,0.0284,1.0073,1.008
11.395089631,-0.0337,0.0264,1.0068,1.008
11.39665135,-0.0371,0.0250,1.0049,1.006
11.397422339,-0.0342,0.0279,1.0073,1.008
11.398110412,-0.0337,0.0294,1.0029,1.004
11.408631246,-0.0337,0.0328,1.0063,1.007
11.409275933,-0.0317,0.0274,1.0078,1.009
11.409498277,-0.0361,0.0303,1.0068,1.008
11.409698433,-0.0332,0.0323,1.0054,1.006
11.425146923,-0.0361,0.0347,1.0054,1.007
11.42562161,-0.0342,0.0357,1.0068,1.008
11.425800152,-0.0337,0.0357,1.0039,1.005
11.425965464,-0.0356,0.0391,1.0014,1.003
11.426089943,-0.0337,0.0425,1.0019,1.003
11.426244735,-0.0322,0.0401,0.9985,1.000
11.427971818,-0.0342,0.0382,0.9985,1.000
11.428239266,-0.0322,0.0406,1.0010,1.002
11.433489787,-0.0352,0.0411,0.9971,0.999
11.433842912,-0.0371,0.0445,0.9922,0.994
11.438001506,-0.0371,0.0406,0.9946,0.996
11.438618589,-0.0347,0.0401,0.9922,0.994
11.443179787,-0.0337,0.0425,0.9907,0.992
11.443517808,-0.0317,0.0445,0.9873,0.989
11.444112027,-0.0322,0.0421,0.9897,0.991
11.448072131,-0.0313,0.0421,0.9902,0.992
11.453415048,-0.0322,0.0440,0.9922,0.994
11.45390661,-0.0342,0.0406,0.9917,0.993
11.458267183,-0.0293,0.0382,0.9936,0.995
11.458510725,-0.0327,0.0401,0.9936,0.995
11.462733173,-0.0313,0.0416,0.9941,0.995
11.463324996,-0.0313,0.0411,0.9927,0.994
11.470116246,-0.0322,0.0362,0.9936,0.995
11.470943693,-0.0308,0.0372,0.9931,0.994
11.474209318,-0.0332,0.0362,0.9941,0.995
11.474665204,-0.0273,0.0386,0.9941,0.995
11.474949475,-0.0303,0.0377,0.9917,0.993
11.478497808,-0.0317,0.0411,0.9966,0.998
11.482483277,-0.0293,0.0357,0.9951,0.996
11.482914162,-0.0317,0.0352,0.9946,0.996
11.488783746,-0.0308,0.0352,0.9961,0.997
11.489282235,-0.0313,0.0338,0.9956,0.997
11.49616286,-0.0313,0.0333,0.9936,0.995
11.496936558,-0.0317,0.0347,1.0019,1.003
11.498408746,-0.0337,0.0352,0.9975,0.999
11.499335204,-0.0317,0.0294,1.0034,1.004
11.500213693,-0.0308,0.0308,1.0019,1.003
11.513422235,-0.0347,0.0308,1.0005,1.002
11.513824631,-0.0327,0.0303,0.9951,0.996
11.513987808,-0.0352,0.0284,1.0014,1.002
11.51415036,-0.0337,0.0269,0.9975,0.998
11.514303537,-0.0322,0.0303,0.9971,0.998
11.517773746,-0.0317,0.0313,0.9985,1.000
11.518073641,-0.0342,0.0269,0.9941,0.995
11.523348277,-0.0337,0.0294,0.9980,0.999
11.524402079,-0.0342,0.0303,0.9956,0.997
11.528478173,-0.0308,0.0303,0.9927,0.994
11.529231714,-0.0356,0.0289,0.9975,0.999
11.534032079,-0.0366,0.0298,0.9961,0.997
11.534526818,-0.0347,0.0318,0.9907,0.992
11.539148537,-0.0332,0.0323,0.9956,0.997
11.540234943,-0.0361,0.0303,0.9956,0.997
11.54057161,-0.0352,0.0328,0.9936,0.995
11.542875673,-0.0352,0.0289,0.9985,1.000
11.549026714,-0.0308,0.0328,0.9966,0.998
11.549871193,-0.0337,0.0347,0.9980,0.999
11.55326411,-0.0337,0.0333,1.0014,1.003
11.554050464,-0.0327,0.0313,1.0005,1.001
11.558874579,-0.0327,0.0323,1.0034,1.004
11.559363954,-0.0308,0.0352,1.0024,1.004
11.563617548,-0.0313,0.0328,1.0019,1.003
11.56461286,-0.0303,0.0313,1.0054,1.006
11.570169423,-0.0317,0.0298,1.0058,1.007
11.57223161,-0.0317,0.0328,1.0088,1.010
11.573065152,-0.0308,0.0294,1.0068,1.008
11.576869683,-0.0342,0.0318,1.0073,1.008
11.579130204,-0.0322,0.0342,1.0063,1.007
11.580498225,-0.0313,0.0323,1.0078,1.009
11.583564475,-0.0327,0.0308,1.0073,1.008
11.584377027,-0.0317,0.0318,1.0107,1.012
11.589195412,-0.0327,0.0328,1.0058,1.007
11.589583016,-0.0322,0.0313,1.0063,1.007
11.589820464,-0.0356,0.0308,1.0093,1.010
11.596678902,-0.0317,0.0323,1.0063,1.007
11.598248902,-0.0332,0.0328,1.0097,1.011
11.598926141,-0.0347,0.0313,1.0093,1.010
11.61455562,-0.0342,0.0338,1.0078,1.009
11.615028433,-0.0327,0.0303,1.0063,1.007
11.615225412,-0.0308,0.0313,1.0058,1.007
11.615382548,-0.0317,0.0308,1.0078,1.009
11.615529943,-0.0308,0.0298,1.0049,1.006
11.615759839,-0.0322,0.0338,1.0054,1.006
11.615956402,-0.0347,0.0318,1.0063,1.007
11.619919839,-0.0332,0.0308,1.0063,1.007
11.624166454,-0.0317,0.0294,1.0024,1.003
11.624503016,-0.0327,0.0274,1.0029,1.004
11.629410985,-0.0322,0.0289,0.9985,0.999
11.630055933,-0.0337,0.0289,0.9985,1.000
11.633937027,-0.0337,0.0269,1.0019,1.003
11.634316298,-0.0337,0.0294,0.9956,0.997
11.638083173,-0.0337,0.0298,0.9931,0.994
11.638708225,-0.0313,0.0298,0.9961,0.997
11.644024735,-0.0327,0.0323,0.9980,0.999
11.64491536,-0.0342,0.0289,0.9961,0.997
11.649684891,-0.0347,0.0274,0.9980,0.999
11.650194735,-0.0337,0.0284,0.9936,0.995
11.650478381,-0.0337,0.0289,0.9966,0.998
11.653989266,-0.0332,0.0289,0.9956,0.997
11.65939885,-0.0347,0.0274,0.9961,0.997
11.660113173,-0.0347,0.0269,0.9956,0.997
11.664340829,-0.0347,0.0303,0.9966,0.998
11.665151454,-0.0308,0.0318,0.9975,0.999
11.669149787,-0.0342,0.0274,1.0000,1.001
11.670407027,-0.0332,0.0328,0.9995,1.001
11.673599527,-0.0381,0.0269,0.9971,0.998
11.674450777,-0.0366,0.0323,0.9980,0.999
11.678952964,-0.0322,0.0303,1.0019,1.003
11.6804076,-0.0366,0.0284,0.9995,1.001
11.68087661,-0.0352,0.0279,1.0044,1.005
11.683605673,-0.0391,0.0284,1.0058,1.007
11.688821662,-0.0356,0.0367,1.0049,1.006
11.690557756,-0.0347,0.0362,1.0058,1.007
11.698909266,-0.0352,0.0352,1.0049,1.006
11.701836298,-0.0381,0.0328,1.0078,1.009
11.702078329,-0.0342,0.0323,1.0044,1.005
11.702238433,-0.0347,0.0313,1.0014,1.003
11.702387548,-0.0342,0.0333,1.0005,1.002
11.713132027,-0.0371,0.0342,0.9980,0.999
11.713715464,-0.0361,0.0342,1.0049,1.006
11.713903277,-0.0317,0.0357,1.0010,1.002
11.714048641,-0.0352,0.0382,0.9990,1.000
11.714182287,-0.0366,0.0382,0.9961,0.997
11.719019214,-0.0347,0.0328,0.9975,0.999
11.719425152,-0.0327,0.0362,0.9936,0.995
11.724858225,-0.0352,0.0347,0.9971,0.998
11.72532312,-0.0322,0.0357,0.9951,0.996
11.730548537,-0.0308,0.0328,0.9975,0.999
11.73119385,-0.0303,0.0347,0.9951,0.996
11.731373537,-0.0356,0.0338,0.9941,0.995
11.735376766,-0.0327,0.0318,0.9927,0.994
11.739203225,-0.0317,0.0313,0.9936,0.995
11.739455881,-0.0327,0.0333,0.9971,0.998
11.74353286,-0.0337,0.0303,0.9975,0.999
11.744240933,-0.0308,0.0318,0.9975,0.999
11.75008312,-0.0342,0.0318,0.9975,0.999
11.750553381,-0.0347,0.0328,0.9961,0.997
11.755339891,-0.0327,0.0323,0.9971,0.998
11.756308537,-0.0288,0.0298,0.9980,0.999
11.756664631,-0.0317,0.0338,0.9956,0.997
11.759212808,-0.0322,0.0347,0.9966,0.998
11.763992704,-0.0313,0.0372,0.9971,0.998
11.764703225,-0.0322,0.0347,0.9956,0.997
11.76938812,-0.0332,0.0318,0.9975,0.999
11.770196037,-0.0347,0.0323,0.9971,0.998
11.775845152,-0.0332,0.0352,0.9961,0.997
11.776381089,-0.0303,0.0308,0.9946,0.996
11.779627756,-0.0332,0.0308,0.9961,0.997
11.780649839,-0.0332,0.0313,0.9980,0.999
11.787510256,-0.0332,0.0333,0.9961,0.997
11.789403329,-0.0332,0.0342,0.9980,0.999
11.790327131,-0.0327,0.0347,0.9971,0.998
11.791177808,-0.0322,0.0323,1.0005,1.002
11.792180047,-0.0361,0.0347,0.9956,0.997
11.797722339,-0.0371,0.0347,1.0029,1.004
11.800270777,-0.0352,0.0308,0.9975,0.999
11.8010351,-0.0356,0.0328,1.0005,1.002
11.804198225,-0.0352,0.0377,1.0014,1.003
11.804836975,-0.0347,0.0338,1.0005,1.002
11.814554318,-0.0376,0.0298,1.0019,1.003
11.815877547,-0.0366,0.0352,0.9995,1.001
11.816441662,-0.0376,0.0352,1.0005,1.002
11.816807912,-0.0371,0.0352,0.9985,1.000
11.81716812,-0.0337,0.0333,1.0010,1.002
11.820984735,-0.0361,0.0294,0.9990,1.000
11.831751037,-0.0361,0.0323,1.0024,1.004
11.832359162,-0.0371,0.0333,0.9995,1.001
11.832565985,-0.0371,0.0313,1.0019,1.003
11.832738902,-0.0347,0.0298,0.9971,0.998
11.83783687,-0.0313,0.0279,0.9980,0.999
11.838351037,-0.0337,0.0289,1.0014,1.002
11.840407912,-0.0356,0.0269,0.9975,0.999
11.840805204,-0.0347,0.0342,0.9956,0.997
11.841017027,-0.0361,0.0313,0.9995,1.001
11.844775204,-0.0361,0.0279,0.9995,1.001
11.850337027,-0.0332,0.0289,0.9990,1.000
11.850678433,-0.0361,0.0284,0.9980,0.999
11.855245256,-0.0371,0.0269,0.9951,0.996
11.856255985,-0.0366,0.0313,1.0000,1.001
11.861171402,-0.0332,0.0259,0.9980,0.999
11.862021089,-0.0342,0.0259,1.0005,1.001
11.862426558,-0.0322,0.0274,1.0010,1.002
11.864339579,-0.0332,0.0259,0.9961,0.997
11.870317756,-0.0327,0.0269,1.0005,1.001
11.871152547,-0.0317,0.0279,1.0024,1.003
11.87539062,-0.0283,0.0235,0.9990,1.000
11.876081089,-0.0337,0.0279,0.9971,0.998
11.87982161,-0.0322,0.0279,1.0014,1.002
11.8806026,-0.0342,0.0269,0.9966,0.998
11.885931454,-0.0317,0.0303,1.0005,1.001
11.886774839,-0.0303,0.0294,1.0029,1.004
11.890235152,-0.0308,0.0294,1.0010,1.002
11.890734162,-0.0337,0.0250,1.0034,1.004
11.891066141,-0.0298,0.0289,1.0000,1.001
11.895075204,-0.0317,0.0289,1.0000,1.001
11.899600568,-0.0347,0.0303,1.0024,1.003
11.900578902,-0.0347,0.0298,1.0005,1.002
11.911599839,-0.0337,0.0313,1.0010,1.002
11.912111506,-0.0352,0.0308,1.0063,1.007
11.912275672,-0.0317,0.0318,0.9990,1.000
11.912455204,-0.0342,0.0298,1.0039,1.005
11.912694579,-0.0352,0.0289,1.0005,1.002
11.916769527,-0.0327,0.0274,1.0019,1.003
11.921962704,-0.0342,0.0289,1.0034,1.004
11.922477131,-0.0342,0.0313,1.0000,1.001
11.925202547,-0.0337,0.0318,1.0049,1.006
11.925501245,-0.0371,0.0298,0.9995,1.001
11.930597756,-0.0332,0.0303,1.0005,1.001
11.931199266,-0.0332,0.0303,1.0024,1.003
11.931398797,-0.0337,0.0274,1.0044,1.005
11.934884787,-0.0308,0.0289,1.0039,1.005
11.941368277,-0.0337,0.0303,1.0029,1.004
11.941886922,-0.0347,0.0274,1.0044,1.005
11.945218433,-0.0342,0.0289,0.9995,1.000
11.946013225,-0.0352,0.0298,1.0039,1.005
11.951259475,-0.0342,0.0250,1.0010,1.002
11.951860725,-0.0327,0.0274,1.0014,1.002
11.952234943,-0.0361,0.0298,1.0014,1.003
11.955588225,-0.0322,0.0274,1.0019,1.003
11.960632756,-0.0327,0.0303,1.0005,1.001
11.961383641,-0.0352,0.0279,1.0005,1.001
11.965729891,-0.0337,0.0289,1.0029,1.004
11.966186402,-0.0347,0.0284,1.0029,1.004
11.970304943,-0.0352,0.0230,1.0014,1.002
11.971083225,-0.0342,0.0264,1.0005,1.001
11.975214943,-0.0332,0.0289,1.0024,1.003
11.97575385,-0.0342,0.0269,1.0039,1.005
11.980438225,-0.0337,0.0269,1.0010,1.002
11.981343537,-0.0337,0.0274,1.0044,1.005
11.985636714,-0.0313,0.0279,0.9990,1.000
11.986621818,-0.0342,0.0274,0.9990,1.000
11.990476662,-0.0298,0.0269,1.0005,1.001
11.991134839,-0.0361,0.0284,0.9995,1.001
11.996041662,-0.0322,0.0274,1.0014,1.002
11.996675099,-0.0327,0.0245,1.0010,1.002
11.997023172,-0.0332,0.0289,0.9980,0.999
12.000337287,-0.0332,0.0255,1.0019,1.003
12.007282443,-0.0342,0.0289,0.9975,0.999
12.007780204,-0.0332,0.0259,0.9975,0.998
12.016144266,-0.0347,0.0308,0.9990,1.000
12.016601506,-0.0366,0.0289,0.9995,1.001
12.016793693,-0.0376,0.0289,0.9975,0.999
12.016945308,-0.0342,0.0303,1.0010,1.002
12.01707036,-0.0391,0.0289,0.9980,0.999
12.020877079,-0.0366,0.0298,0.9971,0.998
12.025957912,-0.0356,0.0308,0.9961,0.997
12.026218693,-0.0332,0.0279,1.0005,1.001
12.030505672,-0.0366,0.0303,1.0000,1.001
12.031284943,-0.0381,0.0274,0.9980,0.999
12.036701193,-0.0337,0.0279,0.9936,0.995
12.037536037,-0.0356,0.0284,0.9951,0.996
12.040332912,-0.0361,0.0259,0.9995,1.000
12.040747704,-0.0356,0.0303,0.9951,0.996
12.04105062,-0.0352,0.0289,0.9961,0.997
12.045077287,-0.0317,0.0294,0.9966,0.997
12.051147547,-0.0347,0.0264,0.9995,1.000
12.051437756,-0.0352,0.0294,0.9985,1.000
12.055972808,-0.0298,0.0274,0.9966,0.997
12.056770464,-0.0361,0.0245,0.9980,0.999
12.060242287,-0.0337,0.0245,0.9980,0.999
12.060978329,-0.0337,0.0303,0.9985,1.000
12.061282495,-0.0352,0.0264,0.9980,0.999
12.065926506,-0.0347,0.0294,1.0010,1.002
12.070588902,-0.0356,0.0303,1.0010,1.002
12.071577756,-0.0356,0.0269,1.0019,1.003
12.076710308,-0.0317,0.0259,1.0024,1.003
12.077651558,-0.0327,0.0264,0.9995,1.000
12.080381402,-0.0327,0.0274,1.0063,1.007
12.080977912,-0.0342,0.0245,1.0005,1.001
12.085425204,-0.0361,0.0245,0.9980,0.999
12.086459943,-0.0298,0.0255,1.0034,1.004
12.090748641,-0.0313,0.0284,1.0014,1.002
12.091560204,-0.0342,0.0274,1.0005,1.001
12.092104266,-0.0366,0.0284,1.0019,1.003
12.095457547,-0.0352,0.0274,1.0024,1.003
12.10632812,-0.0356,0.0240,0.9990,1.000
12.10928161,-0.0366,0.0289,1.0014,1.003
12.109699527,-0.0371,0.0289,1.0010,1.002
12.109956714,-0.0396,0.0264,1.0044,1.006
12.112104474,-0.0381,0.0284,0.9990,1.000
12.112407027,-0.0396,0.0274,0.9990,1.000
12.112606193,-0.0347,0.0289,1.0000,1.001
12.117304995,-0.0371,0.0298,0.9966,0.998
12.121563329,-0.0405,0.0298,0.9961,0.997
12.121870464,-0.0391,0.0294,0.9980,0.999
12.12729437,-0.0366,0.0333,0.9941,0.995
12.128010777,-0.0361,0.0274,0.9995,1.001
12.131083381,-0.0381,0.0289,0.9995,1.001
12.131499891,-0.0356,0.0308,0.9961,0.997
12.135857235,-0.0347,0.0284,0.9995,1.000
12.136668172,-0.0352,0.0289,0.9995,1.001
12.142177391,-0.0381,0.0294,1.0005,1.002
12.142652495,-0.0342,0.0298,1.0019,1.003
12.142955464,-0.0347,0.0269,1.0014,1.002
12.146311141,-0.0317,0.0279,0.9990,1.000
12.15192536,-0.0308,0.0308,0.9971,0.998
12.15251687,-0.0303,0.0294,0.9961,0.997
12.157846766,-0.0298,0.0279,1.0019,1.003
12.158684006,-0.0322,0.0284,0.9980,0.999
12.161511662,-0.0273,0.0269,0.9980,0.999
12.16199937,-0.0347,0.0211,0.9975,0.998
12.166248329,-0.0342,0.0264,0.9946,0.996
12.167061297,-0.0298,0.0250,0.9951,0.996
12.171326974,-0.0337,0.0220,0.9951,0.996
12.173127131,-0.0376,0.0206,1.0000,1.001
12.173938954,-0.0361,0.0211,0.9927,0.994
12.17695187,-0.0366,0.0230,0.9946,0.996
12.181770412,-0.0337,0.0201,0.9971,0.998
12.182902131,-0.0361,0.0220,0.9985,0.999
12.188175933,-0.0381,0.0215,0.9961,0.997
12.189221245,-0.0376,0.0206,0.9927,0.994
12.191243954,-0.0391,0.0225,0.9980,0.999
12.192258954,-0.0400,0.0191,0.9961,0.997
12.192672183,-0.0396,0.0225,1.0005,1.002
12.197164683,-0.0342,0.0201,0.9995,1.000
12.203422912,-0.0361,0.0230,0.9990,1.000
12.204276818,-0.0361,0.0235,1.0034,1.004
12.208882079,-0.0386,0.0274,1.0039,1.005
12.209287443,-0.0352,0.0264,1.0058,1.007
12.209530047,-0.0366,0.0245,1.0058,1.007
12.212440308,-0.0386,0.0269,1.0083,1.009
12.217250933,-0.0332,0.0279,1.0029,1.004
12.217524006,-0.0337,0.0308,1.0107,1.012
12.222564474,-0.0366,0.0318,1.0093,1.010
12.22303812,-0.0337,0.0318,1.0127,1.014
12.223208433,-0.0381,0.0328,1.0132,1.014
12.226873745,-0.0347,0.0289,1.0161,1.017
12.232613641,-0.0356,0.0338,1.0200,1.021
12.233064839,-0.0376,0.0338,1.0151,1.016
12.238192495,-0.0342,0.0357,1.0151,1.016
12.239075881,-0.0337,0.0338,1.0180,1.019
12.241529526,-0.0337,0.0372,1.0166,1.018
12.242074318,-0.0317,0.0338,1.0161,1.017
12.242417912,-0.0356,0.0342,1.0132,1.014
12.246679162,-0.0337,0.0318,1.0117,1.013
12.251725204,-0.0322,0.0352,1.0137,1.015
12.252446558,-0.0308,0.0328,1.0078,1.009
12.25672411,-0.0332,0.0377,1.0068,1.008
12.257682808,-0.0313,0.0357,1.0029,1.004
12.262793224,-0.0322,0.0367,1.0034,1.005
12.263612808,-0.0322,0.0357,0.9961,0.997
12.264131714,-0.0332,0.0313,0.9927,0.994
12.266698589,-0.0313,0.0357,0.9922,0.993
12.271421818,-0.0322,0.0338,0.9897,0.991
12.272228901,-0.0322,0.0284,0.9873,0.988
12.276788016,-0.0352,0.0284,0.9834,0.984
12.277583693,-0.0337,0.0289,0.9848,0.986
12.283067287,-0.0313,0.0313,0.9829,0.984
12.283515724,-0.0322,0.0250,0.9785,0.979
12.284027912,-0.0342,0.0289,0.9800,0.981
12.286808381,-0.0317,0.0308,0.9770,0.978
12.292774631,-0.0386,0.0245,0.9814,0.982
12.293247026,-0.0366,0.0279,0.9770,0.978
12.296961766,-0.0371,0.0259,0.9765,0.978
12.297452339,-0.0356,0.0220,0.9809,0.982
12.306159631,-0.0376,0.0245,0.9829,0.984
12.306844787,-0.0352,0.0264,0.9819,0.983
12.307321454,-0.0366,0.0298,0.9873,0.988
12.307532964,-0.0347,0.0230,0.9853,0.986
12.318669214,-0.0361,0.0269,0.9887,0.990
12.319247651,-0.0337,0.0196,0.9922,0.993
12.319476245,-0.0366,0.0215,0.9922,0.993
12.319725881,-0.0371,0.0191,0.9931,0.994
12.322526349,-0.0342,0.0220,0.9907,0.992
12.322869683,-0.0322,0.0191,0.9985,0.999
12.323017391,-0.0396,0.0211,0.9990,1.000
12.327602756,-0.0366,0.0201,1.0029,1.004
12.333107964,-0.0361,0.0172,1.0029,1.004
12.333577808,-0.0371,0.0191,1.0039,1.005
12.336872912,-0.0376,0.0211,1.0034,1.004
12.33764187,-0.0386,0.0211,1.0010,1.002
12.342509162,-0.0342,0.0167,1.0102,1.011
12.343015151,-0.0400,0.0181,1.0073,1.008
12.347864579,-0.0410,0.0186,1.0068,1.008
12.348700464,-0.0386,0.0137,1.0097,1.011
12.352963589,-0.0371,0.0162,1.0102,1.011
12.353748224,-0.0371,0.0137,1.0102,1.011
12.354079318,-0.0352,0.0147,1.0122,1.013
12.357786037,-0.0381,0.0142,1.0112,1.012
12.361685985,-0.0386,0.0157,1.0146,1.015
12.362424526,-0.0347,0.0152,1.0122,1.013
12.367527443,-0.0386,0.0147,1.0176,1.018
12.368236454,-0.0386,0.0201,1.0146,1.016
12.373109266,-0.0366,0.0172,1.0127,1.013
12.374872599,-0.0356,0.0186,1.0117,1.012
12.380438068,-0.0361,0.0181,1.0122,1.013
12.381604995,-0.0317,0.0186,1.0151,1.016
12.382262912,-0.0361,0.0220,1.0117,1.013
12.382846349,-0.0332,0.0235,1.0107,1.012
12.383405724,-0.0337,0.0235,1.0088,1.010
12.387462026,-0.0347,0.0211,1.0078,1.009
12.392679422,-0.0322,0.0250,1.0054,1.006
12.392980308,-0.0386,0.0279,1.0063,1.007
12.397098381,-0.0283,0.0255,1.0024,1.003
12.397787808,-0.0313,0.0264,1.0024,1.003
12.406349995,-0.0327,0.0289,0.9985,0.999
12.406869474,-0.0327,0.0269,0.9951,0.996
