time,gFx,gFy,gFz,TgF
52.983557428,0.0088,0.0338,0.9922,0.993
52.983861803,0.0137,0.0313,0.9927,0.993
52.988960084,0.0176,0.0269,0.9917,0.992
52.989312271,0.0117,0.0255,0.9902,0.991
52.993687948,0.0093,0.0264,0.9878,0.988
52.997878365,0.0029,0.0191,0.9868,0.987
52.998209615,-0.0068,0.0137,0.9824,0.983
53.003896282,-0.0195,0.0137,0.9707,0.971
53.004219876,-0.0249,0.0089,0.9731,0.973
53.004472219,-0.0332,0.0093,0.9721,0.973
53.005217323,-0.0327,0.0025,0.9624,0.963
53.014354042,-0.0308,0.0040,0.9609,0.961
53.015167584,-0.0278,0.0040,0.9604,0.961
53.015638157,-0.0259,-0.0020,0.9594,0.960
53.016103105,-0.0186,-0.0039,0.9609,0.961
53.02152373,-0.0166,0.0030,0.9575,0.958
53.022059928,-0.0142,0.0040,0.9604,0.961
53.027282376,-0.0107,0.0025,0.9658,0.966
53.027801803,-0.0054,0.0030,0.9629,0.963
53.037905448,-0.0103,0.0040,0.9717,0.972
53.03835248,-0.0049,0.0152,1.0088,1.009
53.038985553,-0.0117,0.0113,1.0483,1.048
53.039360292,0.0029,0.0005,1.0180,1.018
53.048514511,0.0073,0.0059,1.0239,1.024
53.048721646,0.0054,0.0054,1.0176,1.018
53.048894042,0.0059,0.0015,1.0122,1.012
53.049043105,0.0029,0.0025,1.0122,1.012
53.049182948,0.0039,0.0040,1.0083,1.008
53.052281073,0.0024,0.0074,1.0000,1.000
53.052538469,-0.0015,0.0123,1.0049,1.005
53.059987115,0.0005,0.0113,0.9975,0.998
53.064087167,0.0005,0.0211,0.9819,0.982
53.064426542,-0.0044,0.0284,0.9936,0.994
53.06957649,-0.0059,0.0342,0.9907,0.991
53.069950396,-0.0073,0.0401,0.9907,0.992
53.073762948,-0.0063,0.0479,0.9927,0.994
53.074118053,-0.0103,0.0518,0.9931,0.995
53.080994771,-0.0142,0.0518,0.9897,0.991
53.081209771,-0.0161,0.0562,0.9853,0.987
53.081372376,-0.0205,0.0591,0.9829,0.985
53.081529303,-0.0161,0.0591,0.9819,0.984
53.087454719,-0.0200,0.0606,0.9800,0.982
53.087720084,-0.0166,0.0596,0.9785,0.980
53.093123782,-0.0190,0.0591,0.9795,0.981
53.093433886,-0.0132,0.0552,0.9692,0.971
53.096378573,-0.0122,0.0528,0.9673,0.969
53.096653001,-0.0083,0.0469,0.9687,0.970
53.103223469,-0.0024,0.0396,0.9648,0.966
53.103815553,0.0000,0.0333,0.9624,0.963
53.10876998,0.0000,0.0323,0.9673,0.968
53.109241959,0.0000,0.0313,0.9800,0.980
53.112081646,-0.0029,0.0264,0.9917,0.992
53.11252149,-0.0029,0.0259,1.0034,1.004
53.112888626,-0.0093,0.0240,1.0117,1.012
53.116779771,-0.0117,0.0186,1.0220,1.022
53.121662584,-0.0166,0.0137,1.0249,1.025
53.121844303,-0.0195,0.0172,1.0347,1.035
53.128425709,-0.0190,0.0162,1.0376,1.038
53.129051178,-0.0230,0.0108,1.0395,1.040
53.139472376,-0.0210,0.0089,1.0405,1.041
53.139889823,-0.0220,0.0054,1.0439,1.044
53.140249563,-0.0234,0.0059,1.0454,1.046
53.140633053,-0.0230,0.0054,1.0449,1.045
53.140960344,-0.0273,0.0030,1.0527,1.053
53.141548001,-0.0293,0.0040,1.0566,1.057
53.147982428,-0.0405,0.0040,1.0674,1.068
53.14816024,-0.0459,0.0040,1.0699,1.071
53.153335605,-0.0415,-0.0010,1.0591,1.060
53.15352524,-0.0415,0.0005,1.0513,1.052
53.159853626,-0.0391,0.0030,1.0459,1.047
53.160135761,-0.0391,0.0005,1.0459,1.047
53.16035748,-0.0435,-0.0049,1.0434,1.044
53.163222115,-0.0400,-0.0010,1.0351,1.036
53.16848649,-0.0371,-0.0029,1.0327,1.033
53.168857896,-0.0386,-0.0024,1.0268,1.028
53.176398834,-0.0386,-0.0059,1.0283,1.029
53.176737011,-0.0381,-0.0049,1.0264,1.027
53.177013626,-0.0352,-0.0063,1.0239,1.025
53.177303938,-0.0391,-0.0024,1.0220,1.023
53.184873001,-0.0356,-0.0024,1.0195,1.020
53.185224146,-0.0337,-0.0024,1.0180,1.019
53.189080865,-0.0361,-0.0044,1.0132,1.014
53.189429303,-0.0356,-0.0020,1.0146,1.015
53.193263105,-0.0396,-0.0039,1.0151,1.016
53.193605032,-0.0391,-0.0024,1.0112,1.012
53.20118925,-0.0371,-0.0088,1.0127,1.013
53.201562219,-0.0313,-0.0107,1.0083,1.009
53.202838469,-0.0308,-0.0107,1.0063,1.007
53.203231282,-0.0366,-0.0088,1.0058,1.007
53.210269198,-0.0347,-0.0063,1.0093,1.010
53.210938209,-0.0361,0.0001,1.0137,1.014
53.211384928,-0.0376,0.0054,1.0176,1.018
53.211726646,-0.0396,0.0059,1.0200,1.021
53.218871073,-0.0361,0.0040,1.0249,1.026
53.219211803,-0.0283,0.0045,1.0234,1.024
53.225283105,-0.0264,0.0035,1.0210,1.021
53.226008782,-0.0210,0.0020,1.0200,1.020
53.227358625,-0.0171,-0.0024,1.0151,1.015
53.228006959,-0.0142,-0.0059,1.0132,1.013
53.234051282,-0.0127,-0.0054,1.0122,1.012
53.235060344,-0.0063,-0.0098,1.0093,1.009
53.237392167,-0.0093,-0.0107,1.0058,1.006
53.237757375,-0.0054,-0.0068,1.0049,1.005
53.238058,-0.0059,-0.0098,0.9951,0.995
53.243135188,-0.0054,-0.0083,0.9971,0.997
53.254668157,-0.0049,-0.0093,0.9873,0.987
53.255295657,-0.0083,-0.0049,0.9873,0.987
53.255882688,-0.0093,-0.0029,0.9834,0.983
53.256381803,-0.0068,-0.0015,0.9800,0.980
53.256888313,-0.0054,0.0005,0.9726,0.973
53.257414355,-0.0107,-0.0005,0.9707,0.971
53.262611907,-0.0117,0.0030,0.9702,0.970
53.262752896,-0.0098,0.0015,0.9692,0.969
53.267432636,-0.0132,0.0005,0.9717,0.972
53.267599459,-0.0088,0.0040,0.9707,0.971
53.272135761,-0.0078,-0.0020,0.9678,0.968
53.272296386,-0.0063,-0.0024,0.9702,0.970
53.279289459,-0.0107,-0.0039,0.9682,0.968
53.279654667,-0.0049,-0.0010,0.9707,0.971
53.284599198,-0.0093,-0.0020,0.9726,0.973
53.284944667,-0.0054,-0.0015,0.9707,0.971
53.285216282,-0.0044,-0.0015,0.9775,0.978
53.287932219,-0.0029,-0.0049,0.9790,0.979
53.293561959,-0.0005,-0.0068,0.9790,0.979
53.293922063,0.0000,-0.0015,0.9790,0.979
53.298383938,0.0010,-0.0059,0.9829,0.983
53.299030292,0.0073,-0.0039,0.9858,0.986
53.307485344,0.0098,0.0001,0.9907,0.991
53.30780373,0.0117,-0.0010,0.9902,0.990
53.308075188,0.0103,0.0010,0.9941,0.994
53.308349146,0.0107,0.0005,0.9975,0.998
53.316198105,0.0098,0.0020,0.9961,0.996
53.317102636,0.0078,0.0049,0.9985,0.999
53.31785649,0.0044,0.0015,0.9961,0.996
53.319437271,0.0005,0.0069,0.9966,0.997
53.324528782,-0.0059,0.0045,0.9980,0.998
53.325279459,-0.0044,0.0098,0.9990,0.999
53.329205344,-0.0127,0.0118,1.0049,1.005
53.329774146,-0.0156,0.0093,1.0010,1.001
53.33426774,-0.0181,0.0049,1.0034,1.004
53.334890917,-0.0200,0.0035,1.0039,1.004
53.337404928,-0.0264,-0.0005,1.0039,1.004
53.337823105,-0.0259,-0.0024,1.0063,1.007
53.34509998,-0.0239,-0.0015,1.0107,1.011
53.345343157,-0.0259,-0.0034,1.0102,1.011
53.359915292,-0.0195,-0.0078,1.0093,1.009
53.360111021,-0.0244,-0.0107,1.0102,1.011
53.360247375,-0.0195,-0.0127,1.0112,1.011
53.360370448,-0.0244,-0.0146,1.0097,1.010
53.360516282,-0.0234,-0.0146,1.0102,1.011
53.360637271,-0.0190,-0.0132,1.0054,1.006
53.360765917,-0.0205,-0.0088,1.0029,1.003
53.361655709,-0.0190,-0.0117,1.0010,1.001
53.367670917,-0.0230,-0.0068,1.0000,1.000
53.367911178,-0.0200,-0.0034,0.9980,0.998
53.373063313,-0.0234,-0.0049,0.9931,0.993
53.37338649,-0.0234,-0.0024,0.9922,0.992
53.378548,-0.0239,-0.0024,0.9956,0.996
53.378932063,-0.0249,-0.0054,0.9931,0.993
53.383086021,-0.0249,-0.0049,0.9931,0.993
53.38344925,-0.0249,-0.0103,0.9946,0.995
53.389584042,-0.0249,-0.0093,0.9980,0.998
53.389897532,-0.0259,-0.0107,0.9971,0.997
53.390162428,-0.0317,-0.0117,1.0019,1.003
53.393199511,-0.0298,-0.0161,1.0010,1.002
53.400006959,-0.0298,-0.0171,1.0107,1.011
53.400480292,-0.0288,-0.0161,1.0097,1.010
53.405718261,-0.0337,-0.0161,1.0156,1.016
53.406067115,-0.0303,-0.0190,1.0185,1.019
53.408594198,-0.0298,-0.0156,1.0195,1.020
53.409266803,-0.0317,-0.0112,1.0200,1.021
53.414048834,-0.0293,-0.0088,1.0234,1.024
53.415231073,-0.0254,-0.0083,1.0293,1.030
53.418899094,-0.0283,-0.0054,1.0249,1.025
53.419835761,-0.0273,-0.0054,1.0273,1.028
53.423727532,-0.0283,-0.0073,1.0254,1.026
53.424252636,-0.0230,-0.0103,1.0185,1.019
53.428857896,-0.0195,-0.0054,1.0224,1.023
53.429342323,-0.0210,-0.0073,1.0229,1.023
53.433552844,-0.0234,-0.0063,1.0171,1.017
53.434145032,-0.0225,-0.0073,1.0195,1.020
53.438393625,-0.0210,-0.0093,1.0151,1.015
53.438753052,-0.0205,-0.0103,1.0161,1.016
53.446072896,-0.0205,-0.0078,1.0132,1.013
53.446889146,-0.0225,-0.0103,1.0122,1.012
53.457316594,-0.0225,-0.0103,1.0078,1.008
53.45778675,-0.0176,-0.0088,1.0083,1.008
53.458045969,-0.0195,-0.0098,1.0044,1.005
53.458333938,-0.0220,-0.0083,1.0000,1.000
53.458785657,-0.0230,-0.0063,0.9956,0.996
53.458945032,-0.0215,-0.0078,0.9966,0.997
53.46204024,-0.0230,-0.0103,0.9980,0.998
53.462319719,-0.0215,-0.0063,0.9927,0.993
53.466211438,-0.0230,-0.0088,0.9887,0.989
53.46657748,-0.0259,-0.0044,0.9873,0.988
53.47239399,-0.0230,-0.0039,0.9809,0.981
53.477614511,-0.0234,-0.0103,0.9819,0.982
53.477817948,-0.0293,-0.0083,0.9829,0.983
53.482763625,-0.0273,-0.0117,0.9819,0.982
53.482970813,-0.0322,-0.0146,0.9775,0.978
53.483119563,-0.0298,-0.0103,0.9785,0.979
53.484935865,-0.0337,-0.0137,0.9800,0.981
53.491923,-0.0337,-0.0161,0.9795,0.980
53.492186282,-0.0400,-0.0161,0.9775,0.978
53.496695552,-0.0415,-0.0122,0.9775,0.978
53.496968886,-0.0391,-0.0161,0.9785,0.979
53.502017532,-0.0361,-0.0166,0.9809,0.982
53.50235399,-0.0400,-0.0200,0.9824,0.983
53.502775761,-0.0435,-0.0205,0.9844,0.986
53.507049198,-0.0361,-0.0181,0.9858,0.987
53.512719042,-0.0332,-0.0190,0.9878,0.989
53.513057688,-0.0317,-0.0234,0.9917,0.992
53.518249771,-0.0356,-0.0269,0.9927,0.994
53.518777636,-0.0308,-0.0288,0.9936,0.995
53.523232427,-0.0303,-0.0298,0.9975,0.998
53.523557063,-0.0283,-0.0376,1.0039,1.005
53.523814927,-0.0269,-0.0313,1.0058,1.007
53.529908209,-0.0264,-0.0337,1.0058,1.007
53.532741438,-0.0249,-0.0254,1.0068,1.007
53.533419355,-0.0234,-0.0278,1.0117,1.012
53.538223417,-0.0249,-0.0264,1.0088,1.009
53.538906959,-0.0195,-0.0186,1.0141,1.014
53.548401125,-0.0181,-0.0190,1.0190,1.019
53.548626698,-0.0205,-0.0181,1.0127,1.013
53.548805605,-0.0200,-0.0166,1.0107,1.011
53.549001855,-0.0171,-0.0200,1.0156,1.016
53.553299719,-0.0166,-0.0156,1.0176,1.018
53.553492844,-0.0161,-0.0161,1.0107,1.011
53.557220813,-0.0181,-0.0146,1.0117,1.012
53.557540344,-0.0195,-0.0103,1.0137,1.014
53.5640105,-0.0156,-0.0127,1.0058,1.006
53.564266125,-0.0215,-0.0117,1.0068,1.007
53.56792498,-0.0195,-0.0068,1.0068,1.007
53.568153834,-0.0220,-0.0093,1.0024,1.003
53.571942375,-0.0249,-0.0093,0.9946,0.995
53.572275032,-0.0303,-0.0059,0.9995,1.000
53.577565865,-0.0317,-0.0083,1.0005,1.001
53.577940761,-0.0317,-0.0068,0.9936,0.994
53.586007115,-0.0371,-0.0112,0.9927,0.993
53.586368209,-0.0366,-0.0083,0.9971,0.998
53.587149302,-0.0386,-0.0093,0.9975,0.998
53.587480865,-0.0356,-0.0112,0.9936,0.994
53.59298425,-0.0376,-0.0117,0.9966,0.997
53.593332844,-0.0342,-0.0161,1.0019,1.003
53.597597636,-0.0352,-0.0195,0.9995,1.000
53.597984198,-0.0337,-0.0210,1.0005,1.001
53.603283782,-0.0337,-0.0234,1.0049,1.006
53.603619146,-0.0371,-0.0234,1.0024,1.003
53.609023157,-0.0361,-0.0190,1.0097,1.011
53.60936024,-0.0371,-0.0264,1.0058,1.007
53.612535917,-0.0376,-0.0244,1.0093,1.010
53.612855448,-0.0386,-0.0215,1.0073,1.008
53.617689302,-0.0435,-0.0215,1.0097,1.011
53.618053157,-0.0483,-0.0205,1.0044,1.006
53.622657532,-0.0444,-0.0215,1.0063,1.008
53.623263469,-0.0449,-0.0254,1.0068,1.008
53.62713149,-0.0479,-0.0205,1.0049,1.006
53.628289719,-0.0439,-0.0200,1.0039,1.005
53.632334094,-0.0444,-0.0205,1.0073,1.008
53.632799407,-0.0400,-0.0190,1.0073,1.008
53.637491907,-0.0391,-0.0210,1.0058,1.007
53.637747167,-0.0376,-0.0220,1.0024,1.003
53.643423261,-0.0332,-0.0230,1.0044,1.005
53.643753261,-0.0313,-0.0254,1.0093,1.010
53.647662479,-0.0298,-0.0264,1.0010,1.002
53.6481355,-0.0273,-0.0239,1.0054,1.006
53.655808313,-0.0273,-0.0259,1.0102,1.011
53.656441438,-0.0254,-0.0293,1.0054,1.006
53.65680675,-0.0288,-0.0347,1.0063,1.007
53.657133573,-0.0244,-0.0371,1.0063,1.007
53.663407427,-0.0249,-0.0361,1.0054,1.006
53.663620917,-0.0273,-0.0376,1.0054,1.006
53.670754927,-0.0278,-0.0381,1.0044,1.005
53.671008729,-0.0293,-0.0337,1.0039,1.005
53.671873417,-0.0313,-0.0352,1.0034,1.005
53.672357063,-0.0298,-0.0288,1.0034,1.004
53.672522792,-0.0313,-0.0313,0.9980,0.999
53.678310604,-0.0259,-0.0322,1.0005,1.001
53.681708417,-0.0273,-0.0254,0.9941,0.995
53.681908417,-0.0278,-0.0269,0.9975,0.998
53.689068104,-0.0313,-0.0259,0.9971,0.998
53.689294042,-0.0327,-0.0264,0.9941,0.995
53.693230813,-0.0313,-0.0215,0.9975,0.998
53.693608157,-0.0298,-0.0259,0.9946,0.995
53.693893469,-0.0264,-0.0230,0.9980,0.999
53.696553521,-0.0264,-0.0210,0.9985,0.999
53.702925084,-0.0269,-0.0239,0.9966,0.997
53.703269667,-0.0264,-0.0205,1.0029,1.003
53.708087271,-0.0249,-0.0176,1.0014,1.002
53.708439771,-0.0244,-0.0215,1.0044,1.005
53.714334875,-0.0269,-0.0181,1.0029,1.003
53.714931802,-0.0259,-0.0127,1.0019,1.002
53.715232115,-0.0244,-0.0132,1.0000,1.000
53.719470448,-0.0278,-0.0181,1.0044,1.005
53.723219302,-0.0259,-0.0146,1.0058,1.006
53.723540657,-0.0259,-0.0161,1.0029,1.003
53.728293313,-0.0264,-0.0161,1.0029,1.003
53.728666854,-0.0273,-0.0161,1.0014,1.002
53.734778209,-0.0234,-0.0127,1.0068,1.007
53.735466386,-0.0264,-0.0127,1.0058,1.006
53.735952688,-0.0308,-0.0151,0.9951,0.996
53.736456959,-0.0313,-0.0142,0.9682,0.969
53.745218729,-0.0273,-0.0176,0.9526,0.953
53.745427063,-0.0239,-0.0166,0.9433,0.944
53.761181125,-0.0244,-0.0166,0.9442,0.945
53.761438365,-0.0293,-0.0132,0.9546,0.955
53.761653886,-0.0264,-0.0107,0.9697,0.970
53.761817115,-0.0298,-0.0112,0.9770,0.978
53.761984979,-0.0337,-0.0083,0.9887,0.989
53.762180552,-0.0381,-0.0088,0.9961,0.997
53.762346125,-0.0410,-0.0063,0.9966,0.997
53.762670604,-0.0425,-0.0093,0.9995,1.000
53.762815865,-0.0400,-0.0068,1.0014,1.002
53.766709354,-0.0396,-0.0127,1.0058,1.007
53.773096907,-0.0420,-0.0161,1.0024,1.003
53.773319979,-0.0400,-0.0156,1.0097,1.011
53.777853052,-0.0391,-0.0190,1.0146,1.016
53.778175448,-0.0371,-0.0205,1.0176,1.018
53.786096021,-0.0410,-0.0278,1.0180,1.019
53.786823209,-0.0425,-0.0215,1.0195,1.021
53.787163521,-0.0410,-0.0254,1.0190,1.020
53.787462219,-0.0444,-0.0322,1.0210,1.022
53.793293209,-0.0430,-0.0322,1.0210,1.022
53.793677115,-0.0386,-0.0356,1.0229,1.024
53.798859407,-0.0405,-0.0415,1.0224,1.024
53.799193209,-0.0386,-0.0396,1.0229,1.024
53.804080865,-0.0405,-0.0444,1.0190,1.021
53.804445344,-0.0376,-0.0439,1.0166,1.018
53.811521542,-0.0337,-0.0449,1.0132,1.015
53.812155396,-0.0361,-0.0523,1.0171,1.019
53.812814719,-0.0332,-0.0518,1.0156,1.017
53.81346149,-0.0342,-0.0498,1.0127,1.014
53.820281334,-0.0322,-0.0488,1.0117,1.013
53.820537896,-0.0322,-0.0469,1.0132,1.015
53.823298052,-0.0332,-0.0435,1.0210,1.022
53.823489563,-0.0347,-0.0439,1.0171,1.019
53.823618677,-0.0352,-0.0400,1.0229,1.024
53.827025813,-0.0322,-0.0386,1.0215,1.023
53.835062688,-0.0366,-0.0352,1.0185,1.020
53.835442636,-0.0371,-0.0356,1.0185,1.020
53.836608209,-0.0352,-0.0308,1.0171,1.018
53.836927584,-0.0342,-0.0273,1.0146,1.016
53.842669094,-0.0293,-0.0234,1.0132,1.014
53.843045344,-0.0322,-0.0200,1.0093,1.010
53.853350552,-0.0327,-0.0190,1.0141,1.015
53.853704302,-0.0352,-0.0181,1.0146,1.015
53.853972792,-0.0317,-0.0142,1.0195,1.020
53.854236229,-0.0283,-0.0107,1.0205,1.021
53.864955136,-0.0259,-0.0103,1.0229,1.023
53.865147011,-0.0273,-0.0093,1.0215,1.022
53.865305656,-0.0293,-0.0039,1.0146,1.015
53.865462323,-0.0361,-0.0054,1.0029,1.004
53.870096125,-0.0361,-0.0054,0.9907,0.991
53.870303365,-0.0356,-0.0088,0.9775,0.978
53.874295396,-0.0356,-0.0098,0.9707,0.971
53.874773573,-0.0352,-0.0098,0.9624,0.963
53.879894771,-0.0332,-0.0151,0.9594,0.960
53.880017584,-0.0347,-0.0127,0.9560,0.957
53.882924875,-0.0347,-0.0151,0.9565,0.957
53.883046438,-0.0342,-0.0142,0.9585,0.959
53.883147271,-0.0371,-0.0112,0.9682,0.969
53.886339719,-0.0327,-0.0137,0.9721,0.973
53.891917636,-0.0288,-0.0132,0.9653,0.966
53.892059094,-0.0269,-0.0186,0.9741,0.975
53.897068729,-0.0230,-0.0195,0.9809,0.981
53.89718399,-0.0254,-0.0190,0.9785,0.979
53.901941542,-0.0259,-0.0156,0.9829,0.983
53.902096646,-0.0269,-0.0210,0.9883,0.989
53.907621646,-0.0264,-0.0205,0.9990,1.000
53.907764563,-0.0283,-0.0234,0.9975,0.998
53.911960552,-0.0298,-0.0283,1.0010,1.002
53.912093365,-0.0308,-0.0264,1.0054,1.006
53.917145604,-0.0317,-0.0303,1.0122,1.013
53.917337427,-0.0264,-0.0303,1.0127,1.013
53.922894094,-0.0313,-0.0327,1.0112,1.012
53.923420656,-0.0303,-0.0366,1.0112,1.012
53.923753156,-0.0317,-0.0342,1.0112,1.012
53.927774198,-0.0308,-0.0361,1.0058,1.007
53.938578104,-0.0317,-0.0352,1.0093,1.010
53.938939146,-0.0303,-0.0356,1.0049,1.006
53.939220917,-0.0337,-0.0376,1.0058,1.007
53.939484406,-0.0356,-0.0327,1.0034,1.005
53.943724615,-0.0376,-0.0337,0.9971,0.998
53.944042688,-0.0352,-0.0322,0.9985,1.000
53.955722063,-0.0391,-0.0322,0.9961,0.997
53.955917844,-0.0352,-0.0269,0.9961,0.997
53.956094823,-0.0361,-0.0278,0.9883,0.989
53.956291073,-0.0371,-0.0293,0.9936,0.995
53.956448886,-0.0347,-0.0269,0.9887,0.990
53.960592896,-0.0342,-0.0254,0.9902,0.991
53.962937271,-0.0356,-0.0244,0.9873,0.988
53.963149927,-0.0376,-0.0210,0.9863,0.987
53.968533313,-0.0352,-0.0259,0.9902,0.991
53.968760813,-0.0337,-0.0273,0.9971,0.998
53.972857375,-0.0361,-0.0254,0.9917,0.993
53.972969302,-0.0352,-0.0249,0.9966,0.997
53.97305925,-0.0337,-0.0278,0.9971,0.998
53.976727636,-0.0352,-0.0254,0.9985,0.999
53.982362688,-0.0332,-0.0273,0.9990,1.000
53.982626386,-0.0298,-0.0293,1.0010,1.002
53.987995188,-0.0352,-0.0283,1.0039,1.005
53.988184563,-0.0337,-0.0293,1.0044,1.005
53.994386229,-0.0381,-0.0254,1.0078,1.009
53.994912323,-0.0317,-0.0244,1.0014,1.002
53.999364511,-0.0342,-0.0249,1.0010,1.002
53.999663729,-0.0352,-0.0254,1.0005,1.001
54.009032479,-0.0352,-0.0249,0.9971,0.998
54.009332531,-0.0347,-0.0225,1.0034,1.004
54.009582479,-0.0347,-0.0249,0.9995,1.000
54.009850344,-0.0352,-0.0215,0.9975,0.998
54.01389925,-0.0352,-0.0171,0.9956,0.996
54.014075865,-0.0381,-0.0210,0.9975,0.998
54.017841438,-0.0327,-0.0210,0.9946,0.995
54.018026542,-0.0352,-0.0195,0.9975,0.998
54.025162271,-0.0376,-0.0176,0.9941,0.995
54.025387792,-0.0337,-0.0230,0.9931,0.994
54.025596854,-0.0322,-0.0200,0.9980,0.999
54.028730917,-0.0337,-0.0234,0.9936,0.994
54.0335955,-0.0288,-0.0234,0.9927,0.993
54.033913625,-0.0332,-0.0269,0.9931,0.994
54.039796229,-0.0313,-0.0269,1.0005,1.001
54.040123261,-0.0327,-0.0298,1.0039,1.005
54.040411386,-0.0278,-0.0288,1.0029,1.004
54.045713938,-0.0259,-0.0293,1.0005,1.001
54.049256959,-0.0254,-0.0337,1.0019,1.003
54.049470656,-0.0264,-0.0366,1.0014,1.002
54.054783677,-0.0254,-0.0313,1.0000,1.001
54.055001021,-0.0303,-0.0352,1.0034,1.004
54.055165396,-0.0313,-0.0313,1.0039,1.005
54.058160084,-0.0322,-0.0317,1.0029,1.004
54.065277427,-0.0303,-0.0313,1.0063,1.007
54.065453,-0.0313,-0.0327,1.0005,1.001
54.068855396,-0.0327,-0.0327,1.0005,1.002
54.069079719,-0.0313,-0.0317,1.0039,1.005
54.075469406,-0.0342,-0.0342,0.9995,1.001
54.075803625,-0.0337,-0.0317,0.9975,0.999
54.076121854,-0.0376,-0.0322,0.9990,1.000
54.078849146,-0.0332,-0.0356,1.0000,1.001
54.0840655,-0.0298,-0.0352,0.9951,0.996
54.084327636,-0.0303,-0.0298,0.9946,0.996
54.089448729,-0.0337,-0.0317,0.9941,0.995
54.089676281,-0.0303,-0.0317,0.9907,0.992
54.089860448,-0.0249,-0.0303,0.9927,0.993
54.096023,-0.0283,-0.0264,0.9931,0.994
54.100110292,-0.0264,-0.0298,0.9922,0.993
54.100440344,-0.0317,-0.0259,0.9907,0.992
54.104761281,-0.0327,-0.0239,0.9917,0.993
54.105054302,-0.0332,-0.0264,0.9878,0.989
54.105328,-0.0313,-0.0249,0.9887,0.990
54.112482844,-0.0303,-0.0264,0.9907,0.992
54.112806854,-0.0254,-0.0313,0.9863,0.987
54.113085083,-0.0225,-0.0293,0.9887,0.989
54.119962531,-0.0215,-0.0352,0.9902,0.991
54.120297688,-0.0190,-0.0337,0.9941,0.995
54.125178573,-0.0205,-0.0361,0.9936,0.995
54.125539979,-0.0215,-0.0308,0.9951,0.996
54.129134719,-0.0230,-0.0352,0.9961,0.997
54.129433677,-0.0269,-0.0303,0.9980,0.999
54.129673313,-0.0278,-0.0264,1.0019,1.003
54.13450524,-0.0322,-0.0303,1.0005,1.001
54.139616281,-0.0347,-0.0288,1.0024,1.003
54.139929406,-0.0347,-0.0264,1.0014,1.002
54.140226698,-0.0361,-0.0269,1.0073,1.008
54.145693729,-0.0381,-0.0298,1.0078,1.009
54.151852375,-0.0381,-0.0278,1.0073,1.008
54.152061073,-0.0410,-0.0278,1.0063,1.008
54.153554875,-0.0459,-0.0298,1.0102,1.012
54.153788313,-0.0474,-0.0278,1.0141,1.016
54.160660031,-0.0483,-0.0293,1.0132,1.015
54.160812636,-0.0449,-0.0288,1.0166,1.018
54.160943625,-0.0479,-0.0239,1.0156,1.017
54.163652792,-0.0464,-0.0220,1.0161,1.017
54.170164667,-0.0523,-0.0195,1.0185,1.020
54.170342323,-0.0548,-0.0190,1.0176,1.019
54.176118417,-0.0548,-0.0190,1.0161,1.018
54.176717115,-0.0518,-0.0166,1.0185,1.020
54.178865448,-0.0548,-0.0166,1.0156,1.017
54.179234146,-0.0449,-0.0195,1.0146,1.016
54.186378677,-0.0415,-0.0161,1.0097,1.011
54.186699302,-0.0479,-0.0151,1.0127,1.014
54.191424198,-0.0464,-0.0137,1.0112,1.012
54.19166024,-0.0469,-0.0127,1.0093,1.010
54.195327583,-0.0444,-0.0132,1.0073,1.008
54.19550675,-0.0430,-0.0186,1.0044,1.005
54.195662531,-0.0391,-0.0156,0.9990,1.000
54.200476021,-0.0366,-0.0205,0.9975,0.998
54.205117583,-0.0371,-0.0195,0.9951,0.996
54.205392792,-0.0410,-0.0166,0.9912,0.992
54.210193417,-0.0425,-0.0186,0.9887,0.990
54.210670136,-0.0361,-0.0254,0.9858,0.987
54.216751698,-0.0386,-0.0278,0.9839,0.985
54.217068886,-0.0381,-0.0283,0.9844,0.985
54.217349563,-0.0352,-0.0308,0.9844,0.985
54.219782219,-0.0386,-0.0298,0.9809,0.982
54.225461125,-0.0376,-0.0352,0.9770,0.978
54.225766854,-0.0361,-0.0322,0.9800,0.981
54.231553833,-0.0342,-0.0342,0.9834,0.985
54.231874771,-0.0327,-0.0332,0.9800,0.981
54.238199146,-0.0308,-0.0327,0.9829,0.984
54.238793156,-0.0386,-0.0371,0.9844,0.986
54.239116229,-0.0386,-0.0332,0.9824,0.984
54.239390552,-0.0391,-0.0317,0.9883,0.990
54.245603938,-0.0391,-0.0361,0.9844,0.986
54.245790136,-0.0376,-0.0347,0.9883,0.990
54.245965396,-0.0376,-0.0313,0.9907,0.992
54.249960761,-0.0396,-0.0391,0.9912,0.993
54.255278886,-0.0400,-0.0356,0.9892,0.991
54.255470813,-0.0405,-0.0391,0.9887,0.990
54.260263365,-0.0405,-0.0449,0.9927,0.994
54.260428469,-0.0391,-0.0327,0.9956,0.997
54.264082011,-0.0430,-0.0386,0.9927,0.994
54.26423024,-0.0430,-0.0400,0.9931,0.995
54.268939615,-0.0420,-0.0347,0.9956,0.997
54.269113104,-0.0410,-0.0371,1.0019,1.003
54.276610083,-0.0425,-0.0361,0.9990,1.001
54.276854094,-0.0454,-0.0356,0.9975,0.999
54.277032792,-0.0391,-0.0342,0.9961,0.997
54.278862583,-0.0376,-0.0361,1.0029,1.004
54.285481386,-0.0376,-0.0352,1.0029,1.004
54.285765813,-0.0352,-0.0327,1.0029,1.004
54.291519458,-0.0356,-0.0293,1.0024,1.003
54.291853833,-0.0327,-0.0298,1.0019,1.003
